matrix_name,avg
vsp_vibrobox_scagr7-2c_rlfddd,0.0516813775999999
mhd4800b,0.1722638
dwt_1005,0.112487
d_pretok,0.072129831
wing,0.0336030282
nos6,0.0990383722222222
spaceStation_13,0.112113511
dynamicSoaringProblem_7,0.117440978
hugetric-00010,0.042912047082
can_292,0.11122301625
af_4_k101,0.2550830899999999
linverse,0.213133501
ncvxqp9,0.0483739894
cond-mat-2003,0.0496084118999999
sphere3,0.11164027125
Trefethen_150,0.2089974999999999
tuma2,0.0695608245
c-47,0.0897463829999999
bcsstm35,0.076444246
OPF_10000,0.0830160646999999
nc2010,0.037202502
sit100,0.064874215
nemeth12,0.32548831
freeFlyingRobot_11,0.099189026
dwt_503,0.13675485
spaceShuttleEntry_2,0.1074372699999999
pcrystk02,0.2423092499999999
wi2010,0.0383050655
EX1,0.0837240666666666
oilpan,0.282559421
freeFlyingRobot_14,0.099881696
Trefethen_500,0.173769
reorientation_4,0.094413717
obstclae,0.097326464
ncvxqp3,0.0456727056999999
orbitRaising_3,0.1208898233333333
email-Enron,0.0459410748999999
TEM181302,0.1767031799999999
can_229,0.1421960571428571
eris1176,0.148447034
bcsstm22,0.1383588328571428
debr,0.1290765936
hugebubbles-00000,0.047971531971
coAuthorsDBLP,0.05215066992
t3dl_e,0.09988334
engine,0.1270656132
kron_g500-logn21,0.04535477538
ncvxbqp1,0.0461148913
spaceStation_8,0.121782503
delaunay_n19,0.0631174528
Bump_2911,0.174234646
dwt_1242,0.0978465239999999
lesmis,0.1664300666666666
mesh3e1,0.120765045
trdheim,0.36541038
685_bus,0.0700409744444444
G40,0.0396799209999999
c-52,0.092921885
spaceStation_11,0.096039118
ncvxqp5,0.0458376196
bcsstk19,0.1469159677777778
c-20,0.103695526
lowThrust_3,0.081961301
tumorAntiAngiogenesis_8,0.1424123
dwt_234,0.1155768428571428
la2010,0.0375167988999999
can_838,0.1023567955555555
c-big,0.0891156099999999
tandem_dual,0.0581143368
af_shell7,0.2530579579999999
net75,0.092336909
bcsstm02,0.1563889233333333
net25,0.087477618
spaceStation_2,0.1733223374999999
bloweybl,0.1098781698
mhdb416,0.2132514974999999
c-73b,0.081096093
gupta2,0.10995553
Erdos02,0.036606971
can_161,0.1799405285714285
aug3d,0.064232517
nemeth16,0.37116486
spaceStation_12,0.0965505199999999
Oregon-1,0.0370588796
lshp1009,0.1003579122222222
net50,0.113118589
nasa1824,0.148143492
bcsstk30,0.2398778999999999
net100,0.1049145239999999
Trefethen_2000,0.129112687
rajat10,0.0571265399999999
nemeth11,0.30776374
TSOPF_FS_b39_c7,0.22037022
G39,0.039698833
G14,0.0500383088888888
hugebubbles-00010,0.042559733884
dixmaanl,0.0991563028
c-32,0.12973662
ri2010,0.0374822076
tuma1,0.0724158375
tandem_vtx,0.0662075214
fl2010,0.0368269659
G27,0.041114187
mycielskian7,0.2310571833333333
lowThrust_6,0.088206071
c-19,0.092211479
StocF-1465,0.072904545
GD96_c,0.08818735
Reuters911,0.03607859
G36,0.0396799209999999
c-72,0.0906111751
freeFlyingRobot_16,0.0951163159999999
AS365,0.044455016177
c-64b,0.131684333
kineticBatchReactor_5,0.085439937
aug2d,0.071352201
cont-201,0.086175563
PFlow_742,0.174143137
polbooks,0.1510290833333333
qa8fk,0.1239752579999999
G53,0.0491034999999999
Na5,0.114945732
hangGlider_2,0.089562761
grid2_dual,0.0522823897
fv3,0.1310629539999999
fe_rotor,0.0541685107
nd2010,0.038959329
c-65,0.0871445452
rajat09,0.0572243594
srb1,0.298872718
asia_osm,0.05516842774
G8,0.0805973555555555
cti,0.0727778676999999
G25,0.041053871
c-66b,0.094731171
Ge87H76,0.112002059
freeFlyingRobot_3,0.104254462
ct2010,0.0378088203999999
bcsstm12,0.1336067169999999
grid2,0.0528259369999999
mesh2e1,0.1163046949999999
shock-9,0.0611472099999999
a0nsdsil,0.0899801651999999
msc01440,0.15946688
nemeth03,0.3026778499999999
nos4,0.18696195
G2_circuit,0.0719171247
mhd3200b,0.172175223
stufe-10,0.0594384330999999
vsp_model1_crew1_cr42_south31,0.0475135258
freeFlyingRobot_10,0.1006748099999999
bcsstm26,0.0996052611
bcsstk27,0.31280308
G37,0.03969536
skirt,0.103120373
thermal2,0.05394573587
yeast_30NN,0.05754673
a5esindl,0.0824037405
ut2010,0.0364540226
blckhole,0.0908381039999999
shipsec5,0.1997566379999999
bcsstk33,0.2278193299999999
packing-500x100x100-b050,0.093332764
opt1,0.28511834
kron_g500-logn19,0.0362962842999999
cant,0.23775946
Ga10As10H30,0.104525093
af_shell8,0.2530579579999999
reorientation_7,0.093681773
odepb400,0.12352227375
G28,0.041033689
roadNet-PA,0.0456808974
nemeth10,0.30387789
freeFlyingRobot_6,0.101693098
can_715,0.11363456
coPapersCiteseer,0.1274453892999999
mycielskian9,0.1879013249999999
can_187,0.1666293285714285
parabolic_fem,0.0575234947
coAuthorsCiteseer,0.06272222243
dynamicSoaringProblem_1,0.1096693433333333
dwt_992,0.1544440777777777
Fashion_MNIST_norm_10NN,0.034482367
thread,0.222659388
Plants_10NN,0.0691246749999999
dataset18mfeatmorphological_10NN,0.040880027
bcsstk29,0.2469109099999999
tx2010,0.0372598364
road_usa,0.04156137141
mycielskian11,0.15454453
bcsstk07,0.2267473875
H2O,0.08714912
pkustk08,0.16418288
lshp_778,0.1018582322222222
t520,0.2968361499999999
shallow_water1,0.0923533522
crplat2,0.313065916
s2rmq4m1,0.2997096599999999
big_dual,0.0407723462999999
bcsstk26,0.171634987
dolphins,0.12840878
plat1919,0.111335437
EX6,0.0724658889999999
pkustk05,0.2223959159999999
har_10NN,0.054099059
freeFlyingRobot_7,0.10068396
dwt_87,0.13940675
bcsstk09,0.1652942519999999
G58,0.0361240419999999
ct20stif,0.218532757
dwt_758,0.1415534688888889
nos1,0.1640973571428571
Sandi_authors,0.0774369499999999
HTC_336_4438,0.0775381769
umistfacesnorm_10NN,0.1395046311111111
cca,0.0481606086999999
exdata_1,0.56689297
freeFlyingRobot_9,0.107323586
wathen100,0.142485554
bcsstm04,0.1384524885714285
Journals,0.7579581666666666
usps_norm_5NN,0.0359352633
il2010,0.0373965757
plat362,0.15252095
fxm4_6,0.089023019
Erdos982,0.03569072
nemeth25,0.4828535200000001
windscreen,0.2294484499999999
cop20k_A,0.0992716769
barth5,0.0451029113
rgg_n_2_18_s0,0.0403757279999999
pdb1HYS,0.2817676
CurlCurl_1,0.082178441
ex13,0.22418691
kkt_power,0.0414004795
crystm02,0.0897971059999999
ks2010,0.0383134883
pkustk13,0.144198463
nemeth24,0.4811916799999999
jnlbrng1,0.097737293
delaunay_n20,0.063763584
turon_m,0.0721180151999999
s3dkt3m2,0.26729721
reorientation_2,0.09170687
lund_a,0.3013943
cfd1,0.1008196509999999
nlpkkt200,0.1538858139999999
blockqp1,0.186939561
can_256,0.1257938875
Glass_10NN,0.0929621285714285
vt2010,0.0379328463
Binaryalphadigs_10NN,0.0538291479999999
dielFilterV2clx,0.082548131
vsp_bcsstk30_500sep_10in_1Kout,0.0342081709999999
stokes64,0.11503411
rgg_n_2_15_s0,0.0479565729999999
ukerbe1,0.0485328304
CurlCurl_4,0.080476679
darcy003,0.0526879394199999
citationCiteseer,0.03337731542
vsp_bump2_e18_aa01_model1_crew1,0.0420576411999999
bfwb782,0.0818100933333333
bcspwr07,0.055337344
va2010,0.0365107532
Erdos972,0.035660012
G20,0.0501335622222222
Andrews,0.0350959778
Ga41As41H72,0.1122475369999999
thermomech_TC,0.03689237843
spiral,0.1654502919999999
G15,0.0502282888888888
crack,0.0457231701999999
halfb,0.2498053269999999
dwt_361,0.180110425
hep-th,0.0430620931999999
preferentialAttachment,0.0335305375899999
bmw7st_1,0.218237839
TSOPF_FS_b162_c3,0.268790766
sd2010,0.0394376442
G52,0.0488506444444444
bcsstk36,0.261937769
wathen120,0.142503081
benzene,0.089474886
TSOPF_FS_b162_c4,0.2726127869999999
hugetric-00020,0.042953380478
freeFlyingRobot_5,0.108861454
NotreDame_yeast,0.0356368235
nasasrb,0.2590033500000001
lp1,0.07248904095
pattern1,0.0794955599999999
mnist_test_norm_10NN,0.034867822
reorientation_5,0.094048551
kineticBatchReactor_4,0.080999752
fe_ocean,0.0613228860999999
boyd2,0.0710657973999999
TSOPF_FS_b9_c1,0.130815048
vsp_msc10848_300sep_100in_1Kout,0.037266506
freeFlyingRobot_2,0.111263053
cage,0.09858905
lap_25,0.343023
as-Skitter,0.05167589887
md2010,0.0365334562
bcsstk31,0.153381767
nemeth21,0.46330804
msc00726,0.2086635555555555
bcspwr03,0.1267702666666666
qpband,0.0954890102
a2nnsnsl,0.0882339604
pkustk09,0.227516842
dblp-2010,0.0716463755799999
nj2010,0.0381882226
TSOPF_FS_b300_c3,0.38319482
adjnoun,0.1123988666666666
barth4,0.0760292555999999
s3rmq4m1,0.2997096599999999
nemeth02,0.3026778499999999
bcsstk14,0.24518744
denormal,0.125534015
ex14,0.138957856
ramage02,0.22125391
bcsstm38,0.0881240438
TSOPF_FS_b300_c1,0.37226089
c-24,0.105545621
lshp2233,0.091430614
c-49,0.092108732
ar2010,0.0378868184
dwg961a,0.1028715744444444
eurqsa,0.095122844
can_1054,0.080689854
stufe,0.0554685721999999
fxm3_6,0.111698122
meg4,0.074875544
bodyy6,0.097801721
CurlCurl_2,0.082421102
kineticBatchReactor_6,0.08531734
road_central,0.0367812893299999
me2010,0.0382665258
af_0_k101,0.2550830899999999
collins_15NN,0.2933884111111112
dataset12mfeatfactors_10NN,0.049047039
net4-1,0.073775369
lowThrust_8,0.093661346
commanche_dual,0.0529895929
hangGlider_1,0.1247672
delaunay_n14,0.0641447369
cegb2802,0.37693859
boneS10,0.217123614
orbitRaising_4,0.1269128777777777
stokes128,0.114110439
Hook_1498,0.146346728
lshp3025,0.09161458
ex2,0.39396575
nos5,0.130653325
freeFlyingRobot_13,0.10177436
can_634,0.0980438733333333
HTC_336_9129,0.0765755141
nemeth08,0.30268395
can_445,0.129647325
Hardesty1,0.1244370509999999
bcspwr04,0.0623219737499999
ex9,0.202118319
c-54,0.09851274
Geo_1438,0.151935778
netherlands_osm,0.0469365525499999
cvxqp3,0.0472171408999999
G26,0.041072573
grid1_dual,0.0848372714285714
delaunay_n23,0.0631758598
qa8fm,0.1239752579999999
G45,0.0526496777777777
mplate,0.10219519
af_shell9,0.2530579579999999
bcsstm01,0.1921875
rail_79841,0.0594210707
usroads,0.0365559233
c-71,0.0843072438
c-69,0.0865339798
bcsstm36,0.118991086
mo2010,0.0374006604
saylr3,0.0795892144444444
vsp_barth5_1Ksep_50in_5Kout,0.0334638723
lshp3466,0.091851455
nos3,0.2437644111111111
mycielskian18,0.14845942
cnae9_10NN,0.0441694539999999
vsp_data_and_seymourl,0.055101588
plantstexture_10NN,0.0603595029999999
Dubcova2,0.0663173380999999
bibd_81_2,0.0997823416
SiNa,0.09610706
hood,0.2083942686
G42,0.039758779
mycielskian5,0.27256375
reorientation_6,0.09895359
belgium_osm,0.05209467948
Flan_1565,0.224001975
crankseg_2,0.202966551
Emilia_923,0.146778055
indianpines_10NN,0.045810153
dwt_72,0.14610575
bmw3_2,0.207913118
vsp_befref_fxm_2_4_air02,0.054097039
dwt_607,0.115201
jagmesh2,0.1003579122222222
c-67,0.101498311
kron_g500-logn16,0.0354552209999999
sstmodel,0.0716422759999999
TSOPF_FS_b39_c19,0.221552248
tumorAntiAngiogenesis_4,0.1442595125
MISKnowledgeMap,0.0411255709999999
ash85,0.16908555
spaceStation_9,0.1098583989999999
wave,0.0729328817
lowThrust_12,0.092584878
cond-mat-2005,0.0480798283
G3,0.0805973555555555
bcsstk01,0.24104304
Queen_4147,0.210254795
t3dl_a,0.0949329
yeast,0.045670741
LFAT5000,0.0932011359999999
ecology1,0.0966104149999999
662_bus,0.0547753433333333
Kuu,0.27586096
Si5H12,0.0904672769999999
cs4,0.0355436912
Stranke94,0.6255206666666666
grid1,0.1057207999999999
G12,0.09849483
msdoor,0.2052593261
qc2534,0.50809998
uk,0.0508656702
c-35,0.1001382859999999
offshore,0.0395323601
g3rmt3m3,0.280706925
G24,0.041007833
bcsstk28,0.2758562899999999
bcsstk24,0.2783327379999999
c-50,0.087577884
fe_4elt2,0.0723942408
ga2010,0.0369812613
lowThrust_9,0.0865866499999999
bcsstm19,0.1101792977777777
CO,0.085603762
bcsstm37,0.0682745203
mario001,0.0527458594
G21,0.0501902555555555
bcsstk03,0.24515775
t2dah,0.129117175
freeFlyingRobot_12,0.1004011569999999
t2dah_a,0.129117175
Muu,0.13795801
ma2010,0.0371072782
Si34H36,0.1028532529999999
ccc,0.0999023432
bcsstk15,0.16708552
netz4504_dual,0.0701821966666666
jagmesh5,0.095161276
rgg_n_2_23_s0,0.03521563
nemeth26,0.48285392
spmsrtls,0.204195836
cvxbqp1,0.0461148913
iris_dataset_30NN,0.3247045714285714
jagmesh7,0.0928778689999999
stokes64s,0.11503411
tumorAntiAngiogenesis_2,0.1358350625
Dubcova1,0.06728974
c-33,0.106189675
finance256,0.0727091129999999
bcspwr06,0.055839402
dwt_245,0.1365256571428571
mycielskian14,0.14963706
mycielskian8,0.2084609285714285
G43,0.0525411555555555
breasttissue_10NN,0.1474730333333333
bmwcra_1,0.186102322
Ga19As19H42,0.112999864
OPF_3754,0.088450925
ca-HepTh,0.0341460304
s4dkt3m2,0.26729721
mn2010,0.0384642322999999
optdigits_10NN,0.0360296629999999
G18,0.0500383088888888
mycielskian4,0.2780093333333333
lshp_406,0.113722275
net150,0.1116371749999999
airfoil1_dual,0.0426728872999999
pkustk14,0.17419721
ex12,0.146541042
cegb3024,0.22019976
Trefethen_20000,0.118822275
bcsstm21,0.0997844906999999
rail_1357,0.0609218989999999
EX3,0.071096932
TSC_OPF_300,0.3205876100000001
venturiLevel3,0.0537313013699999
struct4,0.16865747
s3rmt3m3,0.280706925
kineticBatchReactor_7,0.077977423
YaleA_10NN,0.1175035
nemeth13,0.33963346
af_shell4,0.2530579579999999
NLR,0.044828475804
delaunay_n16,0.0638750354999999
144,0.0436488384999999
nemeth23,0.48400346
pa2010,0.0379655580999999
can_144,0.2114016428571428
Trefethen_20,0.3892934999999999
c-43,0.117644798
SiO2,0.1228527569999999
ms2010,0.0372604789999999
kineticBatchReactor_3,0.0816137389999999
Pres_Poisson,0.201614767
geom,0.0337760738999999
tumorAntiAngiogenesis_3,0.1426682625
mip1,0.35642016
ford1,0.0691042354999999
nlpkkt120,0.1483474709999999
G35,0.039698833
dwt_918,0.1143966511111111
cont-300,0.086387659
nemeth20,0.4405236799999999
laser,0.124515063
GaAsH6,0.1103688239999999
bcsstk35,0.27458982
ncvxqp7,0.0455920151999999
c-26,0.097521851
biplane-9,0.061364649
lowThrust_7,0.092628514
bcsstm10,0.184419444
kineticBatchReactor_2,0.0828898399999999
netz4504,0.052533635
nemeth07,0.30268095
crack_dual,0.0484729006999999
jagmesh9,0.093782205
rgg_n_2_19_s0,0.0386169229999999
Olivetti_norm_10NN,0.0992827125
finan512,0.072590592
crankseg_1,0.203671809
mycielskian17,0.1483150699999999
bcsstk32,0.225066808
bcsstk17,0.2344124299999999
af_shell10,0.248494983
ex5,0.38467525
mouse_gene,0.05109956
bcsstm07,0.2092076875
af_shell1,0.2530579579999999
ca-AstroPh,0.03487088
mesh3em5,0.120765045
dwt_66,0.1607907999999999
tsyl201,0.213973525
com-LiveJournal,0.0416123275359999
roadNet-TX,0.0452584289999999
Erdos992,0.035612016
ca-HepPh,0.035563889
bcsstk13,0.17045157
TEM27623,0.072644236
ACTIVSg70K,0.0562151634999999
case39,0.223550783
Serena,0.1459275289999999
rajat08,0.0570899682999999
bcsstk10,0.18423576
s2rmt3m1,0.26592153
bcsstm06,0.1235179049999999
fe_sphere,0.0758603359999999
bcsstk16,0.26956353
rail_5177,0.0601962763
celegans_metabolic,0.073027875
rajat06,0.0572716701999999
mice_10NN,0.116232578
nm2010,0.0369075313999999
G16,0.0501335622222222
JapaneseVowelsSmall_10NN,0.065400233
bcspwr01,0.1516158
dwt_221,0.1356475428571428
shuttle_eddy,0.1198331219999999
ted_B,0.186497344
bratu3d,0.0633244446
spaceStation_3,0.1251508
msc23052,0.186036453
bcsstk25,0.111534907
Trefethen_20b,0.36219075
TSOPF_FS_b300,0.37226089
GD98_c,0.07241405
thermomech_dM,0.06844690658
m14b,0.0458451366
dwt_512,0.1341500888888888
nh2010,0.0376213881
t3dl,0.0949329
G4,0.0807810777777777
c-44,0.090016156
hangGlider_3,0.0932004229999999
spaceShuttleEntry_4,0.102722843
rgg_n_2_22_s0,0.035544147
G31,0.041072573
thermomech_TK,0.03689237843
fe_tooth,0.0670112879
mesh1em1,0.1899046
shipsec1,0.2367904749999999
TSOPF_FS_b162_c1,0.252662352
lshp_577,0.1018994477777777
apache2,0.0775577
PGPgiantcompo,0.0354870377999999
c-60,0.0747487915
ins2,0.0844050329999999
G3_circuit,0.06233791062
wing_nodal,0.034903106
crystk03,0.23916647
gridgena,0.151363742
coPapersDBLP,0.1009973768
pkustk11,0.22197359
G38,0.039758779
data,0.128000244
M6,0.0446774871619999
bone010,0.22914302
c-40,0.1030433589999999
Si2,0.1189550444444444
c-34,0.1042013899999999
c-48,0.0846861789999999
mycielskian6,0.252593
nemeth15,0.34824704
Fault_639,0.153729288
adaptive,0.0735525259799999
spaceStation_7,0.106612438
barth,0.0398384189
mycielskian3,0.3541665
de2010,0.0369319678999999
fcondp2,0.270263915
dwt_2680,0.091049847
c-31,0.143911344
dwt_1007,0.1440285733333333
s3rmt3m1,0.26592153
bcsstk06,0.2267473875
lshp1270,0.0913601509999999
bcsstm23,0.0997851204
cfd2,0.126410068
lshp1561,0.092231238
ca-CondMat,0.0339532526
Ecoli_10NN,0.0881102
hugetrace-00000,0.0478961423599999
Erdos991,0.0511161375
dielFilterV2real,0.080080008
whitaker3_dual,0.0527793533999999
t2dah_e,0.129117175
mycielskian15,0.1489181499999999
rgg_n_2_21_s0,0.036353161
dataset20mfeatpixel_10NN,0.052501755
dwg961b,0.1127952888888889
nd3k,0.3255682099999999
bcsstk02,0.7002450000000001
goddardRocketProblem_1,0.1332982444444444
c-58,0.081084243
filter3D,0.057239469
c-46,0.102370998
jagmesh6,0.094771546
pkustk06,0.222205603
reorientation_8,0.09373942
G10,0.0806771444444444
kineticBatchReactor_8,0.078173876
italy_osm,0.05570713955
bcsstm11,0.0994835500999999
G50,0.078647615
TEM152078,0.1786172899999999
c-39,0.110336277
saylr4,0.0735920259999999
tumorAntiAngiogenesis_5,0.1475909625
bcspwr05,0.064650605
shipsec8,0.20989036
c-45,0.15438991
EX2,0.0844476333333333
dynamicSoaringProblem_8,0.1164325979999999
dwt_592,0.1289455499999999
bcsstm39,0.0998944778999999
freeFlyingRobot_15,0.098919014
ne2010,0.0382022525
crystk01,0.25127087
Vehicle_10NN,0.0473043666666666
kron_g500-logn17,0.0346113697
kmnist_norm_10NN,0.034475953
loc-Gowalla,0.04030188213
vsp_c-30_data_data,0.112023445
tube1,0.2362647799999999
dwt_209,0.127686
bcsstm03,0.16308595
aug3dcqp,0.0628372567999999
gr_30_30,0.1413964055555555
great-britain_osm,0.0523802431399999
c-18,0.087201169
G49,0.075760615
c-38,0.0909234019999999
pf2177,0.0494673769999999
spaceStation_4,0.1110983222222222
lshp2614,0.091337421
G59,0.0361240419999999
598a,0.0361177614
G19,0.0502282888888888
ash292,0.14841990625
karate,0.18770644
c-23,0.096879985
nasa2910,0.22957126
vibrobox,0.0783498369999999
co2010,0.0367761770999999
helm2d03,0.0544618734
nos2,0.12843109
ca2010,0.0366875168
EX4,0.070608982
torsion1,0.097326464
bcsstk22,0.1348448
vanbody,0.205896228
cegb3306,0.245004375
G7,0.0808084222222222
lshp1882,0.092114569
lowThrust_10,0.086179173
copter2,0.063742278
cyl6,0.32601862
nv2010,0.0371938127999999
dielFilterV3real,0.0940913149999999
jagmesh4,0.0941743489999999
copter1,0.083981534
lock2232,0.28484728
pkustk02,0.26651313
rgg_n_2_20_s0,0.0373376829999999
bcspwr10,0.0411123923999999
mycielskian16,0.14852779
c-55,0.081059576
usroads-48,0.0364618018999999
nemeth05,0.3026778499999999
kron_g500-logn20,0.03951329751
ky2010,0.0375817869
worms20_10NN,0.0411810591999999
dataset22mfeatzernike_10NN,0.047259761
bcsstm09,0.0995149535
boyd1,0.1935592619999999
af_1_k101,0.2550830899999999
c-66,0.094731171
human_gene1,0.0877162
nemeth19,0.43783901
bcsstm08,0.0994247503
G33,0.063800344
dynamicSoaringProblem_3,0.1196950979999999
pkustk03,0.231229639
CurlCurl_3,0.081521123
t60k,0.0522417136999999
GD99_b,0.1189131499999999
whitaker3,0.0769763810999999
mycielskian10,0.1699328444444444
minsurfo,0.0866473629999999
dermatology_5NN,0.054728795
Long_Coup_dt6,0.270715595
delaunay_n11,0.06525115
nemeth04,0.3026778499999999
mesh2em5,0.1163046949999999
helm3d01,0.0494665958
t3dh,0.104402583
tumorAntiAngiogenesis_7,0.141202
dwt_878,0.1474593322222222
tumorAntiAngiogenesis_6,0.1480320249999999
germany_osm,0.051454354188
Trefethen_200,0.2059216714285714
c-70,0.0866299899
crystm01,0.094973562
vsp_p0291_seymourl_iiasa,0.044562776
t2dal_bci,0.121481553
spaceStation_10,0.0963560669999999
ok2010,0.0366427831
lowThrust_2,0.0823235369999999
plantsmargin_12NN,0.0835953109999999
fullb,0.2120649019999999
nemeth06,0.3026778499999999
L-9,0.0603767494
c-68,0.0792739279
c-30,0.145993509
lowThrust_11,0.087926455
spaceStation_14,0.100341661
af_shell6,0.2530579579999999
thermal1,0.0573725741
az2010,0.0369642236999999
bcsstk05,0.2675820714285714
c-62ghs,0.079126465
reorientation_1,0.1023954211111111
ex10,0.157303076
bcspwr08,0.054714697
rajat07,0.0571199764
delaunay_n17,0.0632024372
t3dh_a,0.104402583
G44,0.0525582222222222
mycielskian2,0.5
cond-mat,0.0505372308
olesnik0,0.0714259906
can_24,0.28211825
G51,0.0493745444444444
c-57,0.116463991
c-61,0.0793902946
t2dal_a,0.121481553
kineticBatchReactor_9,0.086005631
zenios,0.064334611
G32,0.080629974
SiH4,0.097471137
Cube_Coup_dt0,0.282327929
com-Orkut,0.03628558463
mario002,0.0526879394199999
nopoly,0.0589621944999999
dwt_59,0.18253212
spaceStation_5,0.1338384999999999
com-Amazon,0.0335713448299999
dwt_346,0.1273948125
gupta3,0.38249001
G17,0.0501902555555555
dwt_419,0.1016939375
pkustk04,0.191269985
rgg_n_2_17_s0,0.042243327
